Date,Month,Hour,DayType,Season,BusinessHours,Zone_Temp_F,Outdoor_Temp_F,Cooling_kWh
2023-07-16 08:00,7,8,Weekend,Summer,No,76.16,89.02,27.79
2023-07-16 09:00,7,9,Weekend,Summer,No,76.85,94.35,27.97
2023-07-16 10:00,7,10,Weekend,Summer,No,77.09,97.24,32.19
2023-07-16 11:00,7,11,Weekend,Summer,No,77.58,99.74,31.62
2023-07-16 12:00,7,12,Weekend,Summer,No,77.43,102.72,36.97
2023-07-16 13:00,7,13,Weekend,Summer,No,78.06,104.63,36.51
2023-07-16 14:00,7,14,Weekend,Summer,No,78.31,105.6,41.3
2023-07-16 15:00,7,15,Weekend,Summer,No,78.93,105.98,40.6
2023-07-16 16:00,7,16,Weekend,Summer,No,78.73,105.98,45.72
2023-07-16 17:00,7,17,Weekend,Summer,No,78.95,104.82,41.49
2023-07-16 18:00,7,18,Weekend,Summer,No,78.19,102.84,40.57
2023-07-16 19:00,7,19,Weekend,Summer,No,77.68,100.23,33.02
2023-07-16 20:00,7,20,Weekend,Summer,No,77.07,97.8,31.83
2023-07-16 21:00,7,21,Weekend,Summer,No,77.85,94.67,20.68
2023-07-16 22:00,7,22,Weekend,Summer,No,77.95,91.86,21.32
2023-07-16 23:00,7,23,Weekend,Summer,No,77.81,90.41,15.12
2023-07-17 00:00,7,0,Weekday,Summer,No,77.65,88.28,15.87
2023-07-17 01:00,7,1,Weekday,Summer,No,78.4,86.45,10.34
2023-07-17 02:00,7,2,Weekday,Summer,No,78.0,84.22,6.53
2023-07-17 03:00,7,3,Weekday,Summer,No,78.68,81.78,6.22
2023-07-17 04:00,7,4,Weekday,Summer,No,78.84,82.12,7.25
2023-07-17 05:00,7,5,Weekday,Summer,No,73.91,81.78,32.59
2023-07-17 06:00,7,6,Weekday,Summer,No,74.09,81.59,33.3
2023-07-17 07:00,7,7,Weekday,Summer,No,74.78,84.35,48.23
2023-07-17 08:00,7,8,Weekday,Summer,Yes,74.96,88.31,56.49
2023-07-17 09:00,7,9,Weekday,Summer,Yes,75.06,92.27,64.02
2023-07-17 10:00,7,10,Weekday,Summer,Yes,75.13,95.18,72.26
2023-07-17 11:00,7,11,Weekday,Summer,Yes,75.15,96.6,72.74
2023-07-17 12:00,7,12,Weekday,Summer,Yes,75.19,98.14,79.69
2023-07-17 13:00,7,13,Weekday,Summer,Yes,75.2,99.59,86.04
2023-07-17 14:00,7,14,Weekday,Summer,Yes,75.2,99.41,91.05
2023-07-17 15:00,7,15,Weekday,Summer,Yes,75.2,100.74,96.71
2023-07-17 16:00,7,16,Weekday,Summer,Yes,75.2,100.86,93.48
2023-07-17 17:00,7,17,Weekday,Summer,Yes,75.19,98.88,72.16
2023-07-17 18:00,7,18,Weekday,Summer,No,75.1,97.43,64.47
2023-07-17 19:00,7,19,Weekday,Summer,No,74.78,96.46,55.62
2023-07-17 20:00,7,20,Weekday,Summer,No,74.47,93.66,51.91
2023-07-17 21:00,7,21,Weekday,Summer,No,78.32,84.38,5.39
2023-07-17 22:00,7,22,Weekday,Summer,No,78.16,76.04,8.35
2023-07-17 23:00,7,23,Weekday,Summer,No,78.98,73.94,2.6
2023-07-18 00:00,7,0,Weekday,Summer,No,78.51,74.57,5.1
2023-07-18 01:00,7,1,Weekday,Summer,No,78.58,75.02,5.01
2023-07-18 02:00,7,2,Weekday,Summer,No,79.02,75.02,2.51
2023-07-18 03:00,7,3,Weekday,Summer,No,79.31,74.39,0.0
2023-07-18 04:00,7,4,Weekday,Summer,No,78.13,74.57,7.79
2023-07-18 05:00,7,5,Weekday,Summer,No,73.51,75.54,44.0
2023-07-18 06:00,7,6,Weekday,Summer,No,73.36,76.55,38.81
2023-07-18 07:00,7,7,Weekday,Summer,No,74.36,77.0,52.85
2023-07-18 08:00,7,8,Weekday,Summer,Yes,74.84,80.46,53.35
2023-07-18 09:00,7,9,Weekday,Summer,Yes,74.96,84.72,58.8
2023-07-18 10:00,7,10,Weekday,Summer,Yes,75.04,88.94,66.3
2023-07-18 11:00,7,11,Weekday,Summer,Yes,75.08,92.2,70.93
2023-07-18 12:00,7,12,Weekday,Summer,Yes,75.17,93.02,77.58
2023-07-18 13:00,7,13,Weekday,Summer,Yes,75.2,93.02,79.48
2023-07-18 14:00,7,14,Weekday,Summer,Yes,75.2,95.33,86.94
2023-07-18 15:00,7,15,Weekday,Summer,Yes,75.2,96.46,90.42
2023-07-18 16:00,7,16,Weekday,Summer,Yes,75.2,96.6,84.34
2023-07-18 17:00,7,17,Weekday,Summer,Yes,75.15,95.2,69.35
2023-07-18 18:00,7,18,Weekday,Summer,No,74.97,92.76,61.69
2023-07-18 19:00,7,19,Weekday,Summer,No,74.29,79.76,46.73
2023-07-18 20:00,7,20,Weekday,Summer,No,73.58,69.9,43.38
2023-07-18 21:00,7,21,Weekday,Summer,No,77.59,69.6,0.0
2023-07-18 22:00,7,22,Weekday,Summer,No,78.67,70.61,0.0
2023-07-18 23:00,7,23,Weekday,Summer,No,77.53,71.58,0.0
2023-07-19 00:00,7,0,Weekday,Summer,No,78.53,71.44,0.0
2023-07-19 01:00,7,1,Weekday,Summer,No,78.49,70.43,0.0
2023-07-19 02:00,7,2,Weekday,Summer,No,78.45,70.61,0.0
2023-07-19 03:00,7,3,Weekday,Summer,No,78.45,71.06,0.0
2023-07-19 04:00,7,4,Weekday,Summer,No,78.39,70.43,0.0
2023-07-19 05:00,7,5,Weekday,Summer,No,73.0,71.14,42.11
2023-07-19 06:00,7,6,Weekday,Summer,No,73.17,71.96,40.56
2023-07-19 07:00,7,7,Weekday,Summer,No,74.44,73.74,54.04
2023-07-19 08:00,7,8,Weekday,Summer,Yes,74.68,77.33,52.83
2023-07-19 09:00,7,9,Weekday,Summer,Yes,74.82,80.76,54.78
2023-07-19 10:00,7,10,Weekday,Summer,Yes,74.93,82.56,59.22
2023-07-19 11:00,7,11,Weekday,Summer,Yes,74.94,83.57,58.85
2023-07-19 12:00,7,12,Weekday,Summer,Yes,75.06,87.48,65.87
2023-07-19 13:00,7,13,Weekday,Summer,Yes,75.19,91.74,73.01
2023-07-19 14:00,7,14,Weekday,Summer,Yes,75.2,94.8,81.91
2023-07-19 15:00,7,15,Weekday,Summer,Yes,75.2,95.45,88.59
2023-07-19 16:00,7,16,Weekday,Summer,Yes,75.19,95.63,87.4
2023-07-19 17:00,7,17,Weekday,Summer,Yes,75.12,96.08,75.31
2023-07-19 18:00,7,18,Weekday,Summer,No,75.02,94.82,68.31
2023-07-19 19:00,7,19,Weekday,Summer,No,74.75,92.24,53.25
2023-07-19 20:00,7,20,Weekday,Summer,No,74.39,89.88,48.57
2023-07-19 21:00,7,21,Weekday,Summer,No,77.37,84.96,8.04
2023-07-19 22:00,7,22,Weekday,Summer,No,78.38,76.16,10.27
2023-07-19 23:00,7,23,Weekday,Summer,No,78.15,71.44,0.0
2023-07-20 00:00,7,0,Weekday,Summer,No,77.62,71.06,7.09
2023-07-20 01:00,7,1,Weekday,Summer,No,78.52,71.58,0.0
2023-07-20 02:00,7,2,Weekday,Summer,No,78.83,72.59,0.0
2023-07-20 03:00,7,3,Weekday,Summer,No,78.88,73.04,0.0
2023-07-20 04:00,7,4,Weekday,Summer,No,78.94,73.04,2.95
2023-07-20 05:00,7,5,Weekday,Summer,No,73.33,73.04,36.63
2023-07-20 06:00,7,6,Weekday,Summer,No,73.03,73.56,37.3
2023-07-20 07:00,7,7,Weekday,Summer,No,74.31,76.35,45.65
2023-07-20 08:00,7,8,Weekday,Summer,Yes,74.8,80.92,50.52
2023-07-20 09:00,7,9,Weekday,Summer,Yes,74.96,84.72,57.62
2023-07-20 10:00,7,10,Weekday,Summer,Yes,75.08,86.63,62.83
2023-07-20 11:00,7,11,Weekday,Summer,Yes,75.02,90.54,66.09
2023-07-20 12:00,7,12,Weekday,Summer,Yes,75.12,93.54,74.82
2023-07-20 13:00,7,13,Weekday,Summer,Yes,75.19,95.18,79.23
2023-07-20 14:00,7,14,Weekday,Summer,Yes,75.2,97.24,88.36
2023-07-20 15:00,7,15,Weekday,Summer,Yes,75.2,96.9,90.45
2023-07-20 16:00,7,16,Weekday,Summer,Yes,75.2,94.3,81.4
2023-07-20 17:00,7,17,Weekday,Summer,Yes,75.16,93.02,66.01
2023-07-20 18:00,7,18,Weekday,Summer,No,75.01,91.86,58.94
2023-07-20 19:00,7,19,Weekday,Summer,No,74.56,89.88,51.12
2023-07-20 20:00,7,20,Weekday,Summer,No,74.16,87.9,48.57
2023-07-20 21:00,7,21,Weekday,Summer,No,78.2,85.82,7.63
2023-07-20 22:00,7,22,Weekday,Summer,No,78.19,83.24,5.15
2023-07-20 23:00,7,23,Weekday,Summer,No,78.99,82.56,2.37
2023-07-21 00:00,7,0,Weekday,Summer,No,79.02,82.42,7.71
2023-07-21 01:00,7,1,Weekday,Summer,No,78.91,80.88,0.0
2023-07-21 02:00,7,2,Weekday,Summer,No,79.65,78.9,7.86
2023-07-21 03:00,7,3,Weekday,Summer,No,78.89,78.08,0.0
2023-07-21 04:00,7,4,Weekday,Summer,No,79.35,77.45,8.57
2023-07-21 05:00,7,5,Weekday,Summer,No,73.77,77.0,42.59
2023-07-21 06:00,7,6,Weekday,Summer,No,73.59,77.0,40.57
2023-07-21 07:00,7,7,Weekday,Summer,No,74.61,78.78,50.3
2023-07-21 08:00,7,8,Weekday,Summer,Yes,74.86,82.9,58.32
2023-07-21 09:00,7,9,Weekday,Summer,Yes,74.97,87.34,66.72
2023-07-21 10:00,7,10,Weekday,Summer,Yes,75.05,91.37,74.22
2023-07-21 11:00,7,11,Weekday,Summer,Yes,75.08,94.8,77.62
2023-07-21 12:00,7,12,Weekday,Summer,Yes,75.17,96.6,84.77
2023-07-21 13:00,7,13,Weekday,Summer,Yes,75.2,96.98,87.28
2023-07-21 14:00,7,14,Weekday,Summer,Yes,75.2,89.94,75.63
2023-07-21 15:00,7,15,Weekday,Summer,Yes,75.2,87.34,73.51
2023-07-21 16:00,7,16,Weekday,Summer,Yes,75.2,91.9,79.83
2023-07-21 17:00,7,17,Weekday,Summer,Yes,75.13,91.61,64.89
2023-07-21 18:00,7,18,Weekday,Summer,No,74.99,88.8,56.96
2023-07-21 19:00,7,19,Weekday,Summer,No,74.48,86.2,48.52
2023-07-21 20:00,7,20,Weekday,Summer,No,73.98,83.77,44.56
2023-07-21 21:00,7,21,Weekday,Summer,No,78.66,81.26,0.0
2023-07-21 22:00,7,22,Weekday,Summer,No,78.49,79.43,7.8
2023-07-21 23:00,7,23,Weekday,Summer,No,79.48,79.61,0.0
2023-07-22 00:00,7,0,Weekend,Summer,No,79.39,77.65,0.0
2023-07-22 01:00,7,1,Weekend,Summer,No,79.13,75.92,0.0
2023-07-22 02:00,7,2,Weekend,Summer,No,79.03,75.92,0.0
2023-07-22 03:00,7,3,Weekend,Summer,No,78.9,75.4,0.0
2023-07-22 04:00,7,4,Weekend,Summer,No,78.64,73.86,0.0
2023-07-22 05:00,7,5,Weekend,Summer,No,73.21,72.41,36.82
2023-07-22 06:00,7,6,Weekend,Summer,No,73.7,76.68,36.05
2023-07-22 07:00,7,7,Weekend,Summer,No,74.25,83.52,42.59
2023-07-22 08:00,7,8,Weekend,Summer,No,74.47,88.31,48.98
2023-07-22 09:00,7,9,Weekend,Summer,No,74.6,91.74,52.4
2023-07-22 10:00,7,10,Weekend,Summer,No,74.71,94.8,55.79
2023-07-22 11:00,7,11,Weekend,Summer,No,74.76,96.08,56.35
2023-07-22 12:00,7,12,Weekend,Summer,No,74.8,98.39,60.32
2023-07-22 13:00,7,13,Weekend,Summer,No,74.86,101.2,63.98
2023-07-22 14:00,7,14,Weekend,Summer,No,74.92,102.02,69.83
2023-07-22 15:00,7,15,Weekend,Summer,No,74.88,102.02,74.2
2023-07-22 16:00,7,16,Weekend,Summer,No,74.8,103.18,77.77
2023-07-22 17:00,7,17,Weekend,Summer,No,77.47,102.84,37.86
2023-07-22 18:00,7,18,Weekend,Summer,No,77.69,100.86,32.06
2023-07-22 19:00,7,19,Weekend,Summer,No,76.72,96.47,32.96
2023-07-22 20:00,7,20,Weekend,Summer,No,76.73,92.76,17.7
2023-07-22 21:00,7,21,Weekend,Summer,No,77.69,90.26,15.36
2023-07-22 22:00,7,22,Weekend,Summer,No,77.56,86.65,14.58
2023-07-22 23:00,7,23,Weekend,Summer,No,78.74,83.24,4.37
2023-07-23 00:00,7,0,Weekend,Summer,No,78.79,80.88,2.09
2023-07-23 01:00,7,1,Weekend,Summer,No,79.3,78.9,0.0
2023-07-23 02:00,7,2,Weekend,Summer,No,79.21,78.08,0.0
2023-07-23 03:00,7,3,Weekend,Summer,No,79.11,77.45,0.0
2023-07-23 04:00,7,4,Weekend,Summer,No,78.94,76.37,0.0
2023-07-23 05:00,7,5,Weekend,Summer,No,78.83,75.4,1.24
2023-07-23 06:00,7,6,Weekend,Summer,No,75.92,77.33,27.72
2023-07-23 07:00,7,7,Weekend,Summer,No,76.06,81.92,24.89
2023-07-23 08:00,7,8,Weekend,Summer,No,76.11,85.8,29.1
2023-07-23 09:00,7,9,Weekend,Summer,No,76.66,89.92,28.52
2023-07-23 10:00,7,10,Weekend,Summer,No,76.85,94.35,33.15
2023-07-23 11:00,7,11,Weekend,Summer,No,77.26,96.6,31.03
2023-07-23 12:00,7,12,Weekend,Summer,No,77.05,98.77,35.21
2023-07-23 13:00,7,13,Weekend,Summer,No,77.77,100.57,33.51
2023-07-23 14:00,7,14,Weekend,Summer,No,78.23,101.57,38.07
2023-07-23 15:00,7,15,Weekend,Summer,No,78.8,101.39,35.65
2023-07-23 16:00,7,16,Weekend,Summer,No,78.08,97.48,36.35
2023-07-23 17:00,7,17,Weekend,Summer,No,77.89,96.78,31.62
2023-07-23 18:00,7,18,Weekend,Summer,No,77.43,98.06,34.54
2023-07-23 19:00,7,19,Weekend,Summer,No,77.24,94.49,25.56
2023-07-23 20:00,7,20,Weekend,Summer,No,77.81,91.42,19.55
2023-07-23 21:00,7,21,Weekend,Summer,No,77.99,89.88,15.39
2023-07-23 22:00,7,22,Weekend,Summer,No,77.54,87.9,15.59
2023-07-23 23:00,7,23,Weekend,Summer,No,78.15,85.82,7.7
2023-07-24 00:00,7,0,Weekday,Summer,No,78.58,83.77,11.53
2023-07-24 01:00,7,1,Weekday,Summer,No,78.78,81.78,7.42
2023-07-24 02:00,7,2,Weekday,Summer,No,79.16,80.44,5.18
2023-07-24 03:00,7,3,Weekday,Summer,No,78.51,79.43,2.31
2023-07-24 04:00,7,4,Weekday,Summer,No,78.52,78.46,7.98
2023-07-24 05:00,7,5,Weekday,Summer,No,73.67,77.45,36.89
2023-07-24 06:00,7,6,Weekday,Summer,No,74.07,78.78,40.42
2023-07-24 07:00,7,7,Weekday,Summer,No,74.65,83.52,58.98
2023-07-24 08:00,7,8,Weekday,Summer,Yes,74.79,87.78,67.45
2023-07-24 09:00,7,9,Weekday,Summer,Yes,74.89,90.22,71.74
2023-07-24 10:00,7,10,Weekday,Summer,Yes,74.98,92.2,76.81
2023-07-24 11:00,7,11,Weekday,Summer,Yes,74.99,94.8,77.85
2023-07-24 12:00,7,12,Weekday,Summer,Yes,75.13,98.92,89.33
2023-07-24 13:00,7,13,Weekday,Summer,Yes,75.2,102.1,99.38
2023-07-24 14:00,7,14,Weekday,Summer,Yes,75.2,102.92,105.55
2023-07-24 15:00,7,15,Weekday,Summer,Yes,75.2,104.18,113.5
2023-07-24 16:00,7,16,Weekday,Summer,Yes,75.2,105.08,110.55
2023-07-24 17:00,7,17,Weekday,Summer,Yes,75.19,101.51,84.98
2023-07-24 18:00,7,18,Weekday,Summer,No,75.0,88.46,58.3
2023-07-24 19:00,7,19,Weekday,Summer,No,74.34,76.87,45.01
2023-07-24 20:00,7,20,Weekday,Summer,No,73.82,74.57,43.42
2023-07-24 21:00,7,21,Weekday,Summer,No,78.29,75.02,0.0
2023-07-24 22:00,7,22,Weekday,Summer,No,78.27,76.8,7.85
2023-07-24 23:00,7,23,Weekday,Summer,No,78.8,79.76,4.92
2023-07-25 00:00,7,0,Weekday,Summer,No,79.45,80.44,2.26
2023-07-25 01:00,7,1,Weekday,Summer,No,78.58,78.9,7.72
2023-07-25 02:00,7,2,Weekday,Summer,No,79.42,76.82,0.0
2023-07-25 03:00,7,3,Weekday,Summer,No,78.32,75.4,0.0
2023-07-25 04:00,7,4,Weekday,Summer,No,79.09,75.02,7.94
2023-07-25 05:00,7,5,Weekday,Summer,No,73.58,75.02,45.7
2023-07-25 06:00,7,6,Weekday,Summer,No,73.64,76.8,38.11
2023-07-25 07:00,7,7,Weekday,Summer,No,74.64,79.24,48.51
2023-07-25 08:00,7,8,Weekday,Summer,Yes,74.78,83.52,57.81
2023-07-25 09:00,7,9,Weekday,Summer,Yes,74.88,87.78,65.64
2023-07-25 10:00,7,10,Weekday,Summer,Yes,74.99,91.37,72.66
2023-07-25 11:00,7,11,Weekday,Summer,Yes,75.03,95.33,76.01
2023-07-25 12:00,7,12,Weekday,Summer,Yes,75.14,98.14,84.66
2023-07-25 13:00,7,13,Weekday,Summer,Yes,75.2,100.12,91.64
2023-07-25 14:00,7,14,Weekday,Summer,Yes,75.2,102.1,101.99
2023-07-25 15:00,7,15,Weekday,Summer,Yes,75.2,102.4,107.73
2023-07-25 16:00,7,16,Weekday,Summer,Yes,75.2,101.39,97.8
2023-07-25 17:00,7,17,Weekday,Summer,Yes,75.19,99.78,75.74
2023-07-25 18:00,7,18,Weekday,Summer,No,75.1,97.28,67.43
2023-07-25 19:00,7,19,Weekday,Summer,No,74.78,94.82,56.9
2023-07-25 20:00,7,20,Weekday,Summer,No,74.37,88.67,47.61
2023-07-25 21:00,7,21,Weekday,Summer,No,78.18,84.4,5.98
2023-07-25 22:00,7,22,Weekday,Summer,No,78.26,84.02,12.02
2023-07-25 23:00,7,23,Weekday,Summer,No,79.11,81.71,7.14
2023-07-26 00:00,7,0,Weekday,Summer,No,78.85,78.9,5.51
2023-07-26 01:00,7,1,Weekday,Summer,No,79.21,76.82,2.75
2023-07-26 02:00,7,2,Weekday,Summer,No,78.85,74.24,8.11
2023-07-26 03:00,7,3,Weekday,Summer,No,78.47,73.56,0.0
2023-07-26 04:00,7,4,Weekday,Summer,No,79.04,75.1,5.35
2023-07-26 05:00,7,5,Weekday,Summer,No,73.63,75.4,46.74
2023-07-26 06:00,7,6,Weekday,Summer,No,73.35,75.54,44.61
2023-07-26 07:00,7,7,Weekday,Summer,No,74.36,77.18,55.92
2023-07-26 08:00,7,8,Weekday,Summer,Yes,74.75,81.54,52.17
2023-07-26 09:00,7,9,Weekday,Summer,Yes,74.9,86.33,61.24
2023-07-26 10:00,7,10,Weekday,Summer,Yes,74.98,87.98,65.88
2023-07-26 11:00,7,11,Weekday,Summer,Yes,74.99,90.29,66.83
2023-07-26 12:00,7,12,Weekday,Summer,Yes,75.11,94.35,76.46
2023-07-26 13:00,7,13,Weekday,Summer,Yes,75.19,97.24,83.36
2023-07-26 14:00,7,14,Weekday,Summer,Yes,75.2,98.06,89.35
2023-07-26 15:00,7,15,Weekday,Summer,Yes,75.2,98.58,93.72
2023-07-26 16:00,7,16,Weekday,Summer,Yes,75.2,99.59,93.83
2023-07-26 17:00,7,17,Weekday,Summer,Yes,75.13,98.88,79.42
2023-07-26 18:00,7,18,Weekday,Summer,No,75.03,96.28,70.52
2023-07-26 19:00,7,19,Weekday,Summer,No,74.78,93.22,55.5
2023-07-26 20:00,7,20,Weekday,Summer,No,74.41,90.78,50.36
2023-07-26 21:00,7,21,Weekday,Summer,No,77.72,88.8,14.0
2023-07-26 22:00,7,22,Weekday,Summer,No,78.07,85.67,6.67
2023-07-26 23:00,7,23,Weekday,Summer,No,78.48,82.86,12.51
2023-07-27 00:00,7,0,Weekday,Summer,No,78.86,81.41,2.61
2023-07-27 01:00,7,1,Weekday,Summer,No,79.7,80.44,4.6
2023-07-27 02:00,7,2,Weekday,Summer,No,78.52,78.9,5.18
2023-07-27 03:00,7,3,Weekday,Summer,No,79.52,78.08,2.36
2023-07-27 04:00,7,4,Weekday,Summer,No,78.35,77.45,0.0
2023-07-27 05:00,7,5,Weekday,Summer,No,73.66,76.37,42.25
2023-07-27 06:00,7,6,Weekday,Summer,No,74.02,77.18,37.66
2023-07-27 07:00,7,7,Weekday,Summer,No,74.65,80.92,52.6
2023-07-27 08:00,7,8,Weekday,Summer,Yes,74.79,85.36,60.22
2023-07-27 09:00,7,9,Weekday,Summer,Yes,74.89,89.39,66.78
2023-07-27 10:00,7,10,Weekday,Summer,Yes,75.01,92.2,74.15
2023-07-27 11:00,7,11,Weekday,Summer,Yes,75.04,94.18,75.53
2023-07-27 12:00,7,12,Weekday,Summer,Yes,75.17,96.78,86.93
2023-07-27 13:00,7,13,Weekday,Summer,Yes,75.2,99.22,95.51
2023-07-27 14:00,7,14,Weekday,Summer,Yes,75.2,99.41,98.58
2023-07-27 15:00,7,15,Weekday,Summer,Yes,75.19,89.09,76.75
2023-07-27 16:00,7,16,Weekday,Summer,Yes,74.89,79.73,57.71
2023-07-27 17:00,7,17,Weekday,Summer,Yes,74.53,79.76,48.25
2023-07-27 18:00,7,18,Weekday,Summer,No,74.48,80.44,47.16
2023-07-27 19:00,7,19,Weekday,Summer,No,73.87,77.65,43.28
2023-07-27 20:00,7,20,Weekday,Summer,No,73.34,75.4,43.04
2023-07-27 21:00,7,21,Weekday,Summer,No,77.5,75.02,0.0
2023-07-27 22:00,7,22,Weekday,Summer,No,78.36,73.86,0.0
2023-07-27 23:00,7,23,Weekday,Summer,No,78.65,73.56,0.0
2023-07-28 00:00,7,0,Weekday,Summer,No,78.7,73.42,0.0
2023-07-28 01:00,7,1,Weekday,Summer,No,78.67,73.04,0.0
2023-07-28 02:00,7,2,Weekday,Summer,No,78.64,73.04,0.0
2023-07-28 03:00,7,3,Weekday,Summer,No,78.64,73.56,0.0
2023-07-28 04:00,7,4,Weekday,Summer,No,78.66,72.78,0.0
2023-07-28 05:00,7,5,Weekday,Summer,No,73.15,71.96,42.19
2023-07-28 06:00,7,6,Weekday,Summer,No,73.3,73.74,41.77
2023-07-28 07:00,7,7,Weekday,Summer,No,74.47,76.8,55.04
2023-07-28 08:00,7,8,Weekday,Summer,Yes,74.7,79.24,51.09
2023-07-28 09:00,7,9,Weekday,Summer,Yes,74.82,81.22,52.19
2023-07-28 10:00,7,10,Weekday,Summer,Yes,74.92,83.72,56.79
2023-07-28 11:00,7,11,Weekday,Summer,Yes,74.97,86.18,58.62
2023-07-28 12:00,7,12,Weekday,Summer,Yes,75.13,88.76,68.56
2023-07-28 13:00,7,13,Weekday,Summer,Yes,75.2,92.27,76.62
2023-07-28 14:00,7,14,Weekday,Summer,Yes,75.2,93.92,80.39
2023-07-28 15:00,7,15,Weekday,Summer,Yes,75.2,94.55,84.1
2023-07-28 16:00,7,16,Weekday,Summer,Yes,75.19,95.63,83.9
2023-07-28 17:00,7,17,Weekday,Summer,Yes,75.12,95.45,70.56
2023-07-28 18:00,7,18,Weekday,Summer,No,75.0,93.84,62.83
2023-07-28 19:00,7,19,Weekday,Summer,No,74.69,91.86,51.97
2023-07-28 20:00,7,20,Weekday,Summer,No,74.28,89.88,48.72
2023-07-28 21:00,7,21,Weekday,Summer,No,77.61,86.65,6.21
2023-07-28 22:00,7,22,Weekday,Summer,No,78.56,84.4,13.76
2023-07-28 23:00,7,23,Weekday,Summer,No,77.78,82.24,5.36
2023-07-29 00:00,7,0,Weekend,Summer,No,79.26,77.5,2.26
2023-07-29 01:00,7,1,Weekend,Summer,No,79.22,75.02,0.0
2023-07-29 02:00,7,2,Weekend,Summer,No,79.23,75.54,0.0
2023-07-29 03:00,7,3,Weekend,Summer,No,79.15,75.4,0.0
2023-07-29 04:00,7,4,Weekend,Summer,No,78.95,74.39,0.0
2023-07-29 05:00,7,5,Weekend,Summer,No,73.39,73.94,45.38
2023-07-29 06:00,7,6,Weekend,Summer,No,73.35,74.57,44.19
2023-07-29 07:00,7,7,Weekend,Summer,No,73.89,76.18,43.8
2023-07-29 08:00,7,8,Weekend,Summer,No,74.42,78.78,41.31
2023-07-29 09:00,7,9,Weekend,Summer,No,74.59,81.22,44.63
2023-07-29 10:00,7,10,Weekend,Summer,No,74.69,84.98,49.17
2023-07-29 11:00,7,11,Weekend,Summer,No,74.75,89.39,54.69
2023-07-29 12:00,7,12,Weekend,Summer,No,74.81,92.72,60.63
2023-07-29 13:00,7,13,Weekend,Summer,No,74.79,93.92,60.8
2023-07-29 14:00,7,14,Weekend,Summer,No,74.39,86.99,53.31
2023-07-29 15:00,7,15,Weekend,Summer,No,73.91,83.2,47.92
2023-07-29 16:00,7,16,Weekend,Summer,No,73.91,84.54,46.82
2023-07-29 17:00,7,17,Weekend,Summer,No,77.36,85.55,12.65
2023-07-29 18:00,7,18,Weekend,Summer,No,76.65,84.84,22.36
2023-07-29 19:00,7,19,Weekend,Summer,No,78.68,82.24,3.84
2023-07-29 20:00,7,20,Weekend,Summer,No,78.87,80.96,7.78
2023-07-29 21:00,7,21,Weekend,Summer,No,78.65,80.44,0.0
2023-07-29 22:00,7,22,Weekend,Summer,No,79.01,75.96,0.0
2023-07-29 23:00,7,23,Weekend,Summer,No,78.55,71.88,0.0
2023-07-30 00:00,7,0,Weekend,Summer,No,78.16,71.06,0.0
2023-07-30 01:00,7,1,Weekend,Summer,No,77.79,71.06,0.0
2023-07-30 02:00,7,2,Weekend,Summer,No,77.73,71.06,0.0
2023-07-30 03:00,7,3,Weekend,Summer,No,77.77,71.06,0.0
2023-07-30 04:00,7,4,Weekend,Summer,No,77.64,70.43,0.0
2023-07-30 05:00,7,5,Weekend,Summer,No,77.51,69.98,0.0
2023-07-30 06:00,7,6,Weekend,Summer,No,78.05,72.29,0.0
2023-07-30 07:00,7,7,Weekend,Summer,No,78.75,73.94,0.0
2023-07-30 08:00,7,8,Weekend,Summer,No,78.42,76.35,0.0
2023-07-30 09:00,7,9,Weekend,Summer,No,77.75,77.45,14.82
2023-07-30 10:00,7,10,Weekend,Summer,No,76.92,77.63,18.3
2023-07-30 11:00,7,11,Weekend,Summer,No,76.94,80.39,22.93
2023-07-30 12:00,7,12,Weekend,Summer,No,76.3,81.41,22.27
2023-07-30 13:00,7,13,Weekend,Summer,No,76.6,82.74,23.15
2023-07-30 14:00,7,14,Weekend,Summer,No,76.72,86.33,26.56
2023-07-30 15:00,7,15,Weekend,Summer,No,77.39,89.14,30.15
2023-07-30 16:00,7,16,Weekend,Summer,No,76.77,88.8,28.9
2023-07-30 17:00,7,17,Weekend,Summer,No,76.72,85.67,28.66
2023-07-30 18:00,7,18,Weekend,Summer,No,75.86,82.24,22.94
2023-07-30 19:00,7,19,Weekend,Summer,No,77.03,80.44,11.89
2023-07-30 20:00,7,20,Weekend,Summer,No,78.01,78.9,0.0
2023-07-30 21:00,7,21,Weekend,Summer,No,78.96,78.08,0.0
2023-07-30 22:00,7,22,Weekend,Summer,No,78.17,77.45,3.07
2023-07-30 23:00,7,23,Weekend,Summer,No,79.19,76.37,5.13
2023-07-31 00:00,7,0,Weekday,Summer,No,78.35,75.4,0.0
2023-07-31 01:00,7,1,Weekday,Summer,No,78.71,75.02,0.0
2023-07-31 02:00,7,2,Weekday,Summer,No,78.95,74.39,0.0
2023-07-31 03:00,7,3,Weekday,Summer,No,78.81,73.42,0.0
2023-07-31 04:00,7,4,Weekday,Summer,No,78.72,72.41,0.0
2023-07-31 05:00,7,5,Weekday,Summer,No,73.14,71.96,37.08
2023-07-31 06:00,7,6,Weekday,Summer,No,72.96,72.59,36.22
2023-07-31 07:00,7,7,Weekday,Summer,No,74.31,74.72,43.58
2023-07-31 08:00,7,8,Weekday,Summer,Yes,74.71,78.86,50.91
