Date,Month,Hour,DayType,Season,BusinessHours,Zone_Temp_F,Outdoor_Temp_F,Cooling_kWh
2023-03-25 19:00,3,19,Weekend,Spring,No,73.91,61.2,0.0
2023-03-25 20:00,3,20,Weekend,Spring,No,73.29,58.92,0.0
2023-03-25 21:00,3,21,Weekend,Spring,No,72.76,56.84,0.0
2023-03-25 22:00,3,22,Weekend,Spring,No,72.25,54.78,0.0
2023-03-25 23:00,3,23,Weekend,Spring,No,71.85,53.43,0.0
2023-03-26 00:00,3,0,Weekend,Spring,No,71.55,52.43,0.0
2023-03-26 01:00,3,1,Weekend,Spring,No,71.27,51.46,0.0
2023-03-26 02:00,3,2,Weekend,Spring,No,70.99,50.66,0.0
2023-03-26 03:00,3,3,Weekend,Spring,No,70.67,49.94,0.0
2023-03-26 04:00,3,4,Weekend,Spring,No,70.35,49.22,0.0
2023-03-26 05:00,3,5,Weekend,Spring,No,70.1,49.55,0.0
2023-03-26 06:00,3,6,Weekend,Spring,No,70.02,50.52,0.0
2023-03-26 07:00,3,7,Weekend,Spring,No,70.32,51.53,0.0
2023-03-26 08:00,3,8,Weekend,Spring,No,70.96,53.34,0.0
2023-03-26 09:00,3,9,Weekend,Spring,No,72.07,55.68,0.0
2023-03-26 10:00,3,10,Weekend,Spring,No,73.25,58.02,0.0
2023-03-26 11:00,3,11,Weekend,Spring,No,73.37,59.0,0.0
2023-03-26 12:00,3,12,Weekend,Spring,No,73.14,59.0,0.0
2023-03-26 13:00,3,13,Weekend,Spring,No,72.84,59.0,0.0
2023-03-26 14:00,3,14,Weekend,Spring,No,72.54,58.26,0.0
2023-03-26 15:00,3,15,Weekend,Spring,No,72.59,56.9,0.0
2023-03-26 16:00,3,16,Weekend,Spring,No,72.53,55.57,0.0
2023-03-26 17:00,3,17,Weekend,Spring,No,71.73,52.94,0.0
2023-03-26 18:00,3,18,Weekend,Spring,No,70.92,49.24,0.0
2023-03-26 19:00,3,19,Weekend,Spring,No,69.77,45.56,0.0
2023-03-26 20:00,3,20,Weekend,Spring,No,68.89,43.22,0.0
2023-03-26 21:00,3,21,Weekend,Spring,No,68.43,41.89,0.0
2023-03-26 22:00,3,22,Weekend,Spring,No,68.43,40.52,0.0
2023-03-26 23:00,3,23,Weekend,Spring,No,68.26,40.13,0.0
2023-03-27 00:00,3,0,Weekday,Spring,No,67.47,40.49,0.0
2023-03-27 01:00,3,1,Weekday,Spring,No,67.13,40.85,0.0
2023-03-27 02:00,3,2,Weekday,Spring,No,67.22,41.42,0.0
2023-03-27 03:00,3,3,Weekday,Spring,No,67.38,42.04,0.0
2023-03-27 04:00,3,4,Weekday,Spring,No,67.39,42.68,0.0
2023-03-27 05:00,3,5,Weekday,Spring,No,69.86,43.4,0.0
2023-03-27 06:00,3,6,Weekday,Spring,No,69.82,44.02,0.0
2023-03-27 07:00,3,7,Weekday,Spring,No,70.23,44.66,0.0
2023-03-27 08:00,3,8,Weekday,Spring,Yes,70.28,45.9,0.0
2023-03-27 09:00,3,9,Weekday,Spring,Yes,70.39,47.63,0.0
2023-03-27 10:00,3,10,Weekday,Spring,Yes,70.84,49.32,0.0
2023-03-27 11:00,3,11,Weekday,Spring,Yes,71.35,51.36,0.0
2023-03-27 12:00,3,12,Weekday,Spring,Yes,71.84,53.7,0.12
2023-03-27 13:00,3,13,Weekday,Spring,Yes,72.01,56.04,2.5
2023-03-27 14:00,3,14,Weekday,Spring,Yes,72.59,57.65,4.48
2023-03-27 15:00,3,15,Weekday,Spring,Yes,73.32,58.62,5.58
2023-03-27 16:00,3,16,Weekday,Spring,Yes,73.17,59.63,6.67
2023-03-27 17:00,3,17,Weekday,Spring,Yes,72.39,59.66,6.35
2023-03-27 18:00,3,18,Weekday,Spring,No,71.36,58.94,5.58
2023-03-27 19:00,3,19,Weekday,Spring,No,70.3,58.22,4.78
2023-03-27 20:00,3,20,Weekday,Spring,No,70.07,56.34,2.69
2023-03-27 21:00,3,21,Weekday,Spring,No,71.58,53.75,0.0
2023-03-27 22:00,3,22,Weekday,Spring,No,71.42,51.12,0.0
2023-03-27 23:00,3,23,Weekday,Spring,No,70.91,49.37,0.0
2023-03-28 00:00,3,0,Weekday,Spring,No,70.5,48.4,0.0
2023-03-28 01:00,3,1,Weekday,Spring,No,70.11,47.39,0.0
2023-03-28 02:00,3,2,Weekday,Spring,No,69.73,46.52,0.0
2023-03-28 03:00,3,3,Weekday,Spring,No,69.38,45.9,0.0
2023-03-28 04:00,3,4,Weekday,Spring,No,69.11,45.26,0.0
2023-03-28 05:00,3,5,Weekday,Spring,No,69.93,45.38,0.0
2023-03-28 06:00,3,6,Weekday,Spring,No,69.92,46.0,0.0
2023-03-28 07:00,3,7,Weekday,Spring,No,70.39,46.64,0.0
2023-03-28 08:00,3,8,Weekday,Spring,Yes,70.54,48.93,0.0
2023-03-28 09:00,3,9,Weekday,Spring,Yes,71.1,52.25,0.0
2023-03-28 10:00,3,10,Weekday,Spring,Yes,71.73,55.6,1.73
2023-03-28 11:00,3,11,Weekday,Spring,Yes,72.06,58.18,4.66
2023-03-28 12:00,3,12,Weekday,Spring,Yes,72.33,60.16,7.09
2023-03-28 13:00,3,13,Weekday,Spring,Yes,72.68,62.14,9.55
2023-03-28 14:00,3,14,Weekday,Spring,Yes,73.32,62.75,10.34
2023-03-28 15:00,3,15,Weekday,Spring,Yes,73.67,62.5,10.15
2023-03-28 16:00,3,16,Weekday,Spring,Yes,73.47,62.21,10.09
2023-03-28 17:00,3,17,Weekday,Spring,Yes,72.74,60.9,7.74
2023-03-28 18:00,3,18,Weekday,Spring,No,71.84,58.82,5.2
2023-03-28 19:00,3,19,Weekday,Spring,No,70.55,56.76,2.86
2023-03-28 20:00,3,20,Weekday,Spring,No,70.22,55.42,1.36
2023-03-28 21:00,3,21,Weekday,Spring,No,71.92,54.41,0.0
2023-03-28 22:00,3,22,Weekday,Spring,No,71.94,53.43,0.0
2023-03-28 23:00,3,23,Weekday,Spring,No,71.47,51.07,0.0
2023-03-29 00:00,3,0,Weekday,Spring,No,70.9,47.75,0.0
2023-03-29 01:00,3,1,Weekday,Spring,No,70.3,44.4,0.0
2023-03-29 02:00,3,2,Weekday,Spring,No,69.76,42.35,0.0
2023-03-29 03:00,3,3,Weekday,Spring,No,69.3,41.38,0.0
2023-03-29 04:00,3,4,Weekday,Spring,No,68.93,40.37,0.0
2023-03-29 05:00,3,5,Weekday,Spring,No,69.97,40.86,0.0
2023-03-29 06:00,3,6,Weekday,Spring,No,69.97,42.59,0.0
2023-03-29 07:00,3,7,Weekday,Spring,No,70.8,44.28,0.0
2023-03-29 08:00,3,8,Weekday,Spring,Yes,71.63,47.48,0.0
2023-03-29 09:00,3,9,Weekday,Spring,Yes,72.18,51.8,0.0
2023-03-29 10:00,3,10,Weekday,Spring,Yes,72.75,56.12,2.16
2023-03-29 11:00,3,11,Weekday,Spring,Yes,72.54,59.28,5.98
2023-03-29 12:00,3,12,Weekday,Spring,Yes,72.6,61.62,9.23
2023-03-29 13:00,3,13,Weekday,Spring,Yes,72.99,63.96,12.4
2023-03-29 14:00,3,14,Weekday,Spring,Yes,73.7,65.15,14.04
2023-03-29 15:00,3,15,Weekday,Spring,Yes,74.02,65.51,14.71
2023-03-29 16:00,3,16,Weekday,Spring,Yes,73.85,65.87,15.68
2023-03-29 17:00,3,17,Weekday,Spring,Yes,73.16,64.66,12.69
2023-03-29 18:00,3,18,Weekday,Spring,No,72.27,62.32,9.4
2023-03-29 19:00,3,19,Weekday,Spring,No,70.93,59.98,6.56
2023-03-29 20:00,3,20,Weekday,Spring,No,70.45,57.64,3.85
2023-03-29 21:00,3,21,Weekday,Spring,No,72.48,55.3,0.0
2023-03-29 22:00,3,22,Weekday,Spring,No,72.49,52.96,0.0
2023-03-29 23:00,3,23,Weekday,Spring,No,72.0,50.62,0.0
2023-03-30 00:00,3,0,Weekday,Spring,No,71.48,48.28,0.0
2023-03-30 01:00,3,1,Weekday,Spring,No,70.93,45.94,0.0
2023-03-30 02:00,3,2,Weekday,Spring,No,70.43,44.44,0.0
2023-03-30 03:00,3,3,Weekday,Spring,No,69.97,43.43,0.0
2023-03-30 04:00,3,4,Weekday,Spring,No,69.6,42.46,0.0
2023-03-30 05:00,3,5,Weekday,Spring,No,70.02,43.24,0.0
2023-03-30 06:00,3,6,Weekday,Spring,No,70.01,45.22,0.0
2023-03-30 07:00,3,7,Weekday,Spring,No,71.04,47.2,0.0
2023-03-30 08:00,3,8,Weekday,Spring,Yes,71.89,50.96,0.0
2023-03-30 09:00,3,9,Weekday,Spring,Yes,72.43,55.9,2.0
2023-03-30 10:00,3,10,Weekday,Spring,Yes,73.02,60.86,7.83
2023-03-30 11:00,3,11,Weekday,Spring,Yes,72.82,64.32,12.71
2023-03-30 12:00,3,12,Weekday,Spring,Yes,72.89,66.66,16.94
2023-03-30 13:00,3,13,Weekday,Spring,Yes,73.35,69.01,20.68
2023-03-30 14:00,3,14,Weekday,Spring,Yes,74.07,70.61,23.36
2023-03-30 15:00,3,15,Weekday,Spring,Yes,74.33,71.58,26.01
2023-03-30 16:00,3,16,Weekday,Spring,Yes,74.18,72.59,28.32
2023-03-30 17:00,3,17,Weekday,Spring,Yes,73.62,71.26,23.41
2023-03-30 18:00,3,18,Weekday,Spring,No,72.86,68.3,17.46
2023-03-30 19:00,3,19,Weekday,Spring,No,71.47,65.32,13.28
2023-03-30 20:00,3,20,Weekday,Spring,No,70.87,62.89,10.12
2023-03-30 21:00,3,21,Weekday,Spring,No,73.47,60.8,0.0
2023-03-30 22:00,3,22,Weekday,Spring,No,73.67,58.74,0.0
2023-03-30 23:00,3,23,Weekday,Spring,No,73.3,57.5,0.0
2023-03-31 00:00,3,0,Weekday,Spring,No,72.98,56.88,0.0
2023-03-31 01:00,3,1,Weekday,Spring,No,72.67,56.24,0.0
2023-03-31 02:00,3,2,Weekday,Spring,No,72.33,55.2,0.0
2023-03-31 03:00,3,3,Weekday,Spring,No,71.97,53.84,0.0
2023-03-31 04:00,3,4,Weekday,Spring,No,71.66,52.5,0.0
2023-03-31 05:00,3,5,Weekday,Spring,No,70.19,51.98,0.0
2023-03-31 06:00,3,6,Weekday,Spring,No,70.15,51.98,0.0
2023-03-31 07:00,3,7,Weekday,Spring,No,71.3,51.98,0.0
2023-03-31 08:00,3,8,Weekday,Spring,Yes,72.27,52.92,0.0
2023-03-31 09:00,3,9,Weekday,Spring,Yes,72.86,54.65,0.57
2023-03-31 10:00,3,10,Weekday,Spring,Yes,73.33,56.34,2.46
2023-03-31 11:00,3,11,Weekday,Spring,Yes,73.05,57.76,4.19
2023-03-31 12:00,3,12,Weekday,Spring,Yes,73.13,59.12,6.15
2023-03-31 13:00,3,13,Weekday,Spring,Yes,73.51,60.46,7.87
2023-03-31 14:00,3,14,Weekday,Spring,Yes,74.09,61.19,8.78
2023-03-31 15:00,3,15,Weekday,Spring,Yes,74.25,61.55,9.36
2023-03-31 16:00,3,16,Weekday,Spring,Yes,74.06,61.91,10.14
2023-03-31 17:00,3,17,Weekday,Spring,Yes,73.4,61.22,8.34
2023-03-31 18:00,3,18,Weekday,Spring,No,72.56,59.89,6.44
2023-03-31 19:00,3,19,Weekday,Spring,No,71.2,58.52,4.85
2023-03-31 20:00,3,20,Weekday,Spring,No,70.67,56.03,2.04
2023-03-31 21:00,3,21,Weekday,Spring,No,72.78,54.36,0.0
2023-03-31 22:00,3,22,Weekday,Spring,No,72.93,53.93,0.0
2023-03-31 23:00,3,23,Weekday,Spring,No,72.4,53.46,0.0
2023-04-01 00:00,4,0,Weekend,Spring,No,72.01,53.03,0.0
2023-04-01 01:00,4,1,Weekend,Spring,No,71.66,52.56,0.0
2023-04-01 02:00,4,2,Weekend,Spring,No,71.33,52.13,0.0
2023-04-01 03:00,4,3,Weekend,Spring,No,71.02,51.66,0.0
2023-04-01 04:00,4,4,Weekend,Spring,No,70.72,51.23,0.0
2023-04-01 05:00,4,5,Weekend,Spring,No,70.12,52.97,0.0
2023-04-01 06:00,4,6,Weekend,Spring,No,70.04,56.32,2.36
2023-04-01 07:00,4,7,Weekend,Spring,No,70.94,59.63,6.16
2023-04-01 08:00,4,8,Weekend,Spring,No,71.58,64.44,12.31
2023-04-01 09:00,4,9,Weekend,Spring,No,72.08,70.49,20.85
2023-04-01 10:00,4,10,Weekend,Spring,No,72.68,76.5,28.86
2023-04-01 11:00,4,11,Weekend,Spring,No,72.79,80.13,34.65
2023-04-01 12:00,4,12,Weekend,Spring,No,72.65,82.12,38.65
2023-04-01 13:00,4,13,Weekend,Spring,No,72.62,84.1,41.04
2023-04-01 14:00,4,14,Weekend,Spring,No,72.99,84.92,41.64
2023-04-01 15:00,4,15,Weekend,Spring,No,73.25,84.92,41.01
2023-04-01 16:00,4,16,Weekend,Spring,No,73.01,84.92,39.88
2023-04-01 17:00,4,17,Weekend,Spring,No,75.22,83.14,5.27
2023-04-01 18:00,4,18,Weekend,Spring,No,77.07,80.18,0.0
2023-04-01 19:00,4,19,Weekend,Spring,No,76.72,77.2,0.0
2023-04-01 20:00,4,20,Weekend,Spring,No,76.27,73.61,0.0
2023-04-01 21:00,4,21,Weekend,Spring,No,75.62,69.65,0.0
2023-04-01 22:00,4,22,Weekend,Spring,No,74.9,65.69,0.0
2023-04-01 23:00,4,23,Weekend,Spring,No,74.33,63.3,0.0
2023-04-02 00:00,4,0,Weekend,Spring,No,73.89,61.94,0.0
2023-04-02 01:00,4,1,Weekend,Spring,No,73.46,60.6,0.0
2023-04-02 02:00,4,2,Weekend,Spring,No,73.07,59.24,0.0
2023-04-02 03:00,4,3,Weekend,Spring,No,72.69,57.9,0.0
2023-04-02 04:00,4,4,Weekend,Spring,No,72.3,56.54,0.0
2023-04-02 05:00,4,5,Weekend,Spring,No,72.05,57.1,0.0
2023-04-02 06:00,4,6,Weekend,Spring,No,72.48,59.18,0.0
2023-04-02 07:00,4,7,Weekend,Spring,No,73.71,61.24,0.0
2023-04-02 08:00,4,8,Weekend,Spring,No,72.38,65.0,6.88
2023-04-02 09:00,4,9,Weekend,Spring,No,72.61,69.94,14.3
2023-04-02 10:00,4,10,Weekend,Spring,No,72.95,74.9,17.04
2023-04-02 11:00,4,11,Weekend,Spring,No,74.64,77.63,8.7
2023-04-02 12:00,4,12,Weekend,Spring,No,73.97,78.6,20.9
2023-04-02 13:00,4,13,Weekend,Spring,No,74.15,79.61,21.38
2023-04-02 14:00,4,14,Weekend,Spring,No,74.76,80.48,23.59
2023-04-02 15:00,4,15,Weekend,Spring,No,74.61,81.1,22.01
2023-04-02 16:00,4,16,Weekend,Spring,No,74.64,81.74,25.37
2023-04-02 17:00,4,17,Weekend,Spring,No,74.11,80.68,23.18
2023-04-02 18:00,4,18,Weekend,Spring,No,73.21,78.33,12.72
2023-04-02 19:00,4,19,Weekend,Spring,No,75.68,75.99,0.0
2023-04-02 20:00,4,20,Weekend,Spring,No,75.79,73.03,0.0
2023-04-02 21:00,4,21,Weekend,Spring,No,75.29,69.71,0.0
2023-04-02 22:00,4,22,Weekend,Spring,No,74.7,66.36,0.0
2023-04-02 23:00,4,23,Weekend,Spring,No,74.35,63.36,0.0
2023-04-03 00:00,4,0,Weekday,Spring,No,73.89,60.77,0.0
2023-04-03 01:00,4,1,Weekday,Spring,No,73.39,58.14,0.0
2023-04-03 02:00,4,2,Weekday,Spring,No,72.93,56.39,0.0
2023-04-03 03:00,4,3,Weekday,Spring,No,72.55,55.42,0.0
2023-04-03 04:00,4,4,Weekday,Spring,No,72.26,54.41,0.0
2023-04-03 05:00,4,5,Weekday,Spring,No,70.24,55.12,1.01
2023-04-03 06:00,4,6,Weekday,Spring,No,70.19,57.2,3.35
2023-04-03 07:00,4,7,Weekday,Spring,No,71.87,59.26,6.05
2023-04-03 08:00,4,8,Weekday,Spring,Yes,72.69,62.81,10.73
2023-04-03 09:00,4,9,Weekday,Spring,Yes,73.2,67.39,17.05
2023-04-03 10:00,4,10,Weekday,Spring,Yes,73.67,71.99,25.17
2023-04-03 11:00,4,11,Weekday,Spring,Yes,73.63,74.89,31.44
2023-04-03 12:00,4,12,Weekday,Spring,Yes,73.97,76.61,36.33
2023-04-03 13:00,4,13,Weekday,Spring,Yes,74.48,78.31,39.09
2023-04-03 14:00,4,14,Weekday,Spring,Yes,74.85,79.4,40.98
2023-04-03 15:00,4,15,Weekday,Spring,Yes,74.86,80.02,44.5
2023-04-03 16:00,4,16,Weekday,Spring,Yes,74.73,80.66,44.92
2023-04-03 17:00,4,17,Weekday,Spring,Yes,74.24,79.18,36.45
2023-04-03 18:00,4,18,Weekday,Spring,No,73.66,76.22,30.14
2023-04-03 19:00,4,19,Weekday,Spring,No,72.39,73.24,24.96
2023-04-03 20:00,4,20,Weekday,Spring,No,71.67,70.07,20.0
2023-04-03 21:00,4,21,Weekday,Spring,No,74.81,66.72,0.0
2023-04-03 22:00,4,22,Weekday,Spring,No,75.1,63.41,0.0
2023-04-03 23:00,4,23,Weekday,Spring,No,74.7,61.43,0.0
2023-04-04 00:00,4,0,Weekday,Spring,No,74.38,60.46,0.0
2023-04-04 01:00,4,1,Weekday,Spring,No,74.06,59.45,0.0
2023-04-04 02:00,4,2,Weekday,Spring,No,73.71,58.06,0.0
2023-04-04 03:00,4,3,Weekday,Spring,No,73.31,56.33,0.0
2023-04-04 04:00,4,4,Weekday,Spring,No,72.98,54.64,0.0
2023-04-04 05:00,4,5,Weekday,Spring,No,70.46,55.32,1.31
2023-04-04 06:00,4,6,Weekday,Spring,No,70.48,57.66,3.96
2023-04-04 07:00,4,7,Weekday,Spring,No,72.27,60.0,7.19
2023-04-04 08:00,4,8,Weekday,Spring,Yes,73.03,63.5,12.18
2023-04-04 09:00,4,9,Weekday,Spring,Yes,73.6,67.82,18.76
2023-04-04 10:00,4,10,Weekday,Spring,Yes,73.94,72.14,26.81
2023-04-04 11:00,4,11,Weekday,Spring,Yes,73.93,75.31,33.43
2023-04-04 12:00,4,12,Weekday,Spring,Yes,74.15,77.65,39.35
2023-04-04 13:00,4,13,Weekday,Spring,Yes,74.55,79.98,42.63
2023-04-04 14:00,4,14,Weekday,Spring,Yes,74.92,81.17,45.69
2023-04-04 15:00,4,15,Weekday,Spring,Yes,74.95,81.53,48.88
2023-04-04 16:00,4,16,Weekday,Spring,Yes,74.86,81.89,47.06
2023-04-04 17:00,4,17,Weekday,Spring,Yes,74.48,80.04,37.05
2023-04-04 18:00,4,18,Weekday,Spring,No,73.91,76.73,30.71
2023-04-04 19:00,4,19,Weekday,Spring,No,72.63,73.39,25.26
2023-04-04 20:00,4,20,Weekday,Spring,No,71.93,70.18,20.22
2023-04-04 21:00,4,21,Weekday,Spring,No,75.21,67.22,0.0
2023-04-04 22:00,4,22,Weekday,Spring,No,75.58,64.24,0.0
2023-04-04 23:00,4,23,Weekday,Spring,No,75.19,62.02,0.0
2023-04-05 00:00,4,0,Weekday,Spring,No,74.81,60.29,0.0
2023-04-05 01:00,4,1,Weekday,Spring,No,74.41,58.6,0.0
2023-04-05 02:00,4,2,Weekday,Spring,No,73.99,56.76,0.0
2023-04-05 03:00,4,3,Weekday,Spring,No,73.56,54.78,0.0
2023-04-05 04:00,4,4,Weekday,Spring,No,73.18,52.8,0.0
2023-04-05 05:00,4,5,Weekday,Spring,No,70.55,52.19,0.0
2023-04-05 06:00,4,6,Weekday,Spring,No,70.51,52.55,0.0
2023-04-05 07:00,4,7,Weekday,Spring,No,72.19,52.91,0.0
2023-04-05 08:00,4,8,Weekday,Spring,Yes,72.91,54.64,0.85
2023-04-05 09:00,4,9,Weekday,Spring,Yes,73.41,57.23,4.08
2023-04-05 10:00,4,10,Weekday,Spring,Yes,73.74,59.86,7.37
2023-04-05 11:00,4,11,Weekday,Spring,Yes,73.62,62.35,10.7
2023-04-05 12:00,4,12,Weekday,Spring,Yes,73.7,64.68,14.77
2023-04-05 13:00,4,13,Weekday,Spring,Yes,74.08,67.03,18.5
2023-04-05 14:00,4,14,Weekday,Spring,Yes,74.6,68.42,20.96
2023-04-05 15:00,4,15,Weekday,Spring,Yes,74.67,69.04,22.84
2023-04-05 16:00,4,16,Weekday,Spring,Yes,74.53,69.68,23.45
2023-04-05 17:00,4,17,Weekday,Spring,Yes,73.99,68.82,18.59
2023-04-05 18:00,4,18,Weekday,Spring,No,73.29,66.84,15.35
2023-04-05 19:00,4,19,Weekday,Spring,No,71.92,64.86,12.67
2023-04-05 20:00,4,20,Weekday,Spring,No,71.26,62.46,9.6
2023-04-05 21:00,4,21,Weekday,Spring,No,73.97,59.76,0.0
2023-04-05 22:00,4,22,Weekday,Spring,No,74.16,57.06,0.0
2023-04-05 23:00,4,23,Weekday,Spring,No,73.75,55.2,0.0
2023-04-06 00:00,4,0,Weekday,Spring,No,73.36,53.84,0.0
2023-04-06 01:00,4,1,Weekday,Spring,No,72.95,52.5,0.0
2023-04-06 02:00,4,2,Weekday,Spring,No,72.52,50.82,0.0
2023-04-06 03:00,4,3,Weekday,Spring,No,72.04,48.84,0.0
2023-04-06 04:00,4,4,Weekday,Spring,No,71.61,46.86,0.0
2023-04-06 05:00,4,5,Weekday,Spring,No,70.28,46.56,0.0
2023-04-06 06:00,4,6,Weekday,Spring,No,70.26,47.57,0.0
2023-04-06 07:00,4,7,Weekday,Spring,No,71.42,48.54,0.0
2023-04-06 08:00,4,8,Weekday,Spring,Yes,72.32,51.65,0.0
2023-04-06 09:00,4,9,Weekday,Spring,Yes,72.94,56.33,2.47
2023-04-06 10:00,4,10,Weekday,Spring,Yes,73.21,61.01,8.24
2023-04-06 11:00,4,11,Weekday,Spring,Yes,73.25,64.32,12.91
2023-04-06 12:00,4,12,Weekday,Spring,Yes,73.48,66.66,17.27
2023-04-06 13:00,4,13,Weekday,Spring,Yes,73.9,69.01,21.21
2023-04-06 14:00,4,14,Weekday,Spring,Yes,74.44,70.72,24.2
2023-04-06 15:00,4,15,Weekday,Spring,Yes,74.55,72.08,28.01
2023-04-06 16:00,4,16,Weekday,Spring,Yes,74.43,73.42,30.58
2023-04-06 17:00,4,17,Weekday,Spring,Yes,73.91,72.58,25.54
2023-04-06 18:00,4,18,Weekday,Spring,No,73.34,70.24,20.36
2023-04-06 19:00,4,19,Weekday,Spring,No,71.98,67.9,16.83
2023-04-06 20:00,4,20,Weekday,Spring,No,71.29,65.03,12.91
2023-04-06 21:00,4,21,Weekday,Spring,No,74.06,61.68,0.0
2023-04-06 22:00,4,22,Weekday,Spring,No,74.22,58.37,0.0
2023-04-06 23:00,4,23,Weekday,Spring,No,73.81,56.81,0.0
2023-04-07 00:00,4,0,Weekday,Spring,No,73.5,56.45,0.0
2023-04-07 01:00,4,1,Weekday,Spring,No,73.2,56.09,0.0
2023-04-07 02:00,4,2,Weekday,Spring,No,72.81,54.36,0.0
2023-04-07 03:00,4,3,Weekday,Spring,No,72.33,51.77,0.0
2023-04-07 04:00,4,4,Weekday,Spring,No,71.88,49.14,0.0
2023-04-07 05:00,4,5,Weekday,Spring,No,70.29,48.76,0.0
2023-04-07 06:00,4,6,Weekday,Spring,No,70.34,50.12,0.0
2023-04-07 07:00,4,7,Weekday,Spring,No,71.88,51.46,0.0
2023-04-07 08:00,4,8,Weekday,Spring,Yes,72.6,54.92,1.28
2023-04-07 09:00,4,9,Weekday,Spring,Yes,73.17,59.86,7.0
2023-04-07 10:00,4,10,Weekday,Spring,Yes,73.6,64.82,13.84
2023-04-07 11:00,4,11,Weekday,Spring,Yes,73.52,68.28,19.65
2023-04-07 12:00,4,12,Weekday,Spring,Yes,73.72,70.62,24.89
2023-04-07 13:00,4,13,Weekday,Spring,Yes,74.22,72.96,29.22
2023-04-07 14:00,4,14,Weekday,Spring,Yes,74.76,74.57,32.83
2023-04-07 15:00,4,15,Weekday,Spring,Yes,74.82,75.54,37.39
2023-04-07 16:00,4,16,Weekday,Spring,Yes,74.7,76.55,38.84
2023-04-07 17:00,4,17,Weekday,Spring,Yes,74.24,76.06,31.39
2023-04-07 18:00,4,18,Weekday,Spring,No,73.62,74.33,26.78
2023-04-07 19:00,4,19,Weekday,Spring,No,72.38,72.63,23.98
2023-04-07 20:00,4,20,Weekday,Spring,No,71.71,69.86,19.7
2023-04-07 21:00,4,21,Weekday,Spring,No,74.84,66.16,0.0
2023-04-07 22:00,4,22,Weekday,Spring,No,75.08,62.48,0.0
2023-04-07 23:00,4,23,Weekday,Spring,No,74.38,59.62,0.0
2023-04-08 00:00,4,0,Weekend,Spring,No,73.85,57.28,0.0
2023-04-08 01:00,4,1,Weekend,Spring,No,73.32,54.94,0.0
2023-04-08 02:00,4,2,Weekend,Spring,No,72.92,54.38,0.0
2023-04-08 03:00,4,3,Weekend,Spring,No,72.66,55.0,0.0
2023-04-08 04:00,4,4,Weekend,Spring,No,72.43,55.64,0.0
2023-04-08 05:00,4,5,Weekend,Spring,No,70.4,56.78,2.89
2023-04-08 06:00,4,6,Weekend,Spring,No,70.21,58.11,4.39
2023-04-08 07:00,4,7,Weekend,Spring,No,70.42,59.48,5.98
2023-04-08 08:00,4,8,Weekend,Spring,No,70.68,63.76,11.28
2023-04-08 09:00,4,9,Weekend,Spring,No,71.22,70.05,19.97
2023-04-08 10:00,4,10,Weekend,Spring,No,72.07,76.36,28.29
2023-04-08 11:00,4,11,Weekend,Spring,No,72.78,79.92,33.33
2023-04-08 12:00,4,12,Weekend,Spring,No,72.74,81.65,36.89
2023-04-08 13:00,4,13,Weekend,Spring,No,72.6,83.34,38.78
2023-04-08 14:00,4,14,Weekend,Spring,No,72.99,84.23,39.72
2023-04-08 15:00,4,15,Weekend,Spring,No,73.19,84.48,40.41
2023-04-08 16:00,4,16,Weekend,Spring,No,72.99,84.77,41.53
2023-04-08 17:00,4,17,Weekend,Spring,No,74.1,82.82,24.03
2023-04-08 18:00,4,18,Weekend,Spring,No,73.9,79.12,18.24
2023-04-08 19:00,4,19,Weekend,Spring,No,75.96,75.44,0.0
2023-04-08 20:00,4,20,Weekend,Spring,No,75.78,72.58,0.0
2023-04-08 21:00,4,21,Weekend,Spring,No,75.37,70.24,0.0
2023-04-08 22:00,4,22,Weekend,Spring,No,74.91,67.9,0.0
2023-04-08 23:00,4,23,Weekend,Spring,No,74.41,65.14,0.0
2023-04-09 00:00,4,0,Weekend,Spring,No,73.9,62.18,0.0
2023-04-09 01:00,4,1,Weekend,Spring,No,73.39,59.2,0.0
2023-04-09 02:00,4,2,Weekend,Spring,No,72.94,57.4,0.0
2023-04-09 03:00,4,3,Weekend,Spring,No,72.59,56.39,0.0
2023-04-09 04:00,4,4,Weekend,Spring,No,72.25,55.42,0.0
2023-04-09 05:00,4,5,Weekend,Spring,No,71.95,55.04,0.0
2023-04-09 06:00,4,6,Weekend,Spring,No,72.32,55.04,0.0
2023-04-09 07:00,4,7,Weekend,Spring,No,73.47,55.04,0.0
2023-04-09 08:00,4,8,Weekend,Spring,No,72.2,57.56,1.93
2023-04-09 09:00,4,9,Weekend,Spring,No,72.13,61.88,5.4
2023-04-09 10:00,4,10,Weekend,Spring,No,72.7,66.2,6.79
2023-04-09 11:00,4,11,Weekend,Spring,No,75.72,70.0,0.0
2023-04-09 12:00,4,12,Weekend,Spring,No,74.7,73.31,9.61
2023-04-09 13:00,4,13,Weekend,Spring,No,75.02,76.66,14.87
2023-04-09 14:00,4,14,Weekend,Spring,No,75.16,78.29,17.54
2023-04-09 15:00,4,15,Weekend,Spring,No,74.7,78.54,20.66
2023-04-09 16:00,4,16,Weekend,Spring,No,74.14,78.83,23.21
2023-04-09 17:00,4,17,Weekend,Spring,No,74.0,77.82,21.04
2023-04-09 18:00,4,18,Weekend,Spring,No,74.08,75.84,7.77
2023-04-09 19:00,4,19,Weekend,Spring,No,76.04,73.86,0.0
