DateTime,Month,Hour,DayType,Season,BusinessHours,Electricity_kWh,Cooling_kWh,HeatingElec_kWh,Lighting_kWh,Equipment_kWh,Gas_kWh
2023-01-01 00:00,1,0,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 01:00,1,1,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 02:00,1,2,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-01 03:00,1,3,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 04:00,1,4,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 05:00,1,5,Weekend,Winter,No,34.85,0.0,1.05,2.68,16.08,1.1
2023-01-01 06:00,1,6,Weekend,Winter,No,40.63,0.0,5.92,2.68,16.08,0.02
2023-01-01 07:00,1,7,Weekend,Winter,No,29.12,0.0,4.5,2.68,16.08,1.1
2023-01-01 08:00,1,8,Weekend,Winter,No,20.6,0.0,1.38,2.68,16.08,0.02
2023-01-01 09:00,1,9,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,0.02
2023-01-01 10:00,1,10,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,1.1
2023-01-01 11:00,1,11,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,0.02
2023-01-01 12:00,1,12,Weekend,Winter,No,20.85,1.28,0.0,2.68,16.08,1.1
2023-01-01 13:00,1,13,Weekend,Winter,No,22.93,2.6,0.0,2.68,16.08,0.02
2023-01-01 14:00,1,14,Weekend,Winter,No,24.33,3.8,0.0,2.68,16.08,1.1
2023-01-01 15:00,1,15,Weekend,Winter,No,20.19,1.01,0.0,2.68,16.08,0.02
2023-01-01 16:00,1,16,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,0.02
2023-01-01 17:00,1,17,Weekend,Winter,No,28.64,0.0,0.0,2.68,16.08,1.1
2023-01-01 18:00,1,18,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 19:00,1,19,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-01 20:00,1,20,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 21:00,1,21,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-01 22:00,1,22,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-01 23:00,1,23,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-02 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-02 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-02 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-02 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-02 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-02 05:00,1,5,Weekday,Winter,No,46.9,0.0,4.37,5.36,21.44,1.1
2023-01-02 06:00,1,6,Weekday,Winter,No,200.84,0.0,155.47,5.36,21.44,0.02
2023-01-02 07:00,1,7,Weekday,Winter,No,172.7,0.0,115.23,16.08,32.68,8.18
2023-01-02 08:00,1,8,Weekday,Winter,Yes,179.15,0.0,56.73,48.25,70.4,2.85
2023-01-02 09:00,1,9,Weekday,Winter,Yes,149.96,0.17,35.72,48.25,62.05,1.1
2023-01-02 10:00,1,10,Weekday,Winter,Yes,142.48,3.01,27.32,48.25,60.13,2.19
2023-01-02 11:00,1,11,Weekday,Winter,Yes,142.86,6.47,22.29,48.25,62.05,2.19
2023-01-02 12:00,1,12,Weekday,Winter,Yes,148.2,9.46,25.1,48.25,61.51,2.19
2023-01-02 13:00,1,13,Weekday,Winter,Yes,140.74,10.59,14.33,48.25,63.66,2.19
2023-01-02 14:00,1,14,Weekday,Winter,Yes,133.93,12.82,8.88,48.25,60.13,2.19
2023-01-02 15:00,1,15,Weekday,Winter,Yes,132.3,14.18,5.74,48.25,60.13,1.1
2023-01-02 16:00,1,16,Weekday,Winter,Yes,132.94,11.73,6.02,48.25,63.02,2.19
2023-01-02 17:00,1,17,Weekday,Winter,Yes,134.02,7.63,12.33,37.53,62.79,1.1
2023-01-02 18:00,1,18,Weekday,Winter,No,109.66,3.56,24.7,26.8,36.02,1.1
2023-01-02 19:00,1,19,Weekday,Winter,No,112.34,1.47,32.04,26.8,33.45,1.1
2023-01-02 20:00,1,20,Weekday,Winter,No,107.96,0.15,45.07,16.08,28.09,1.1
2023-01-02 21:00,1,21,Weekday,Winter,No,112.43,0.0,50.97,16.08,26.8,1.1
2023-01-02 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-02 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-03 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-03 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-03 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-03 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-03 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-03 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-03 06:00,1,6,Weekday,Winter,No,139.09,0.0,93.71,5.36,21.44,1.1
2023-01-03 07:00,1,7,Weekday,Winter,No,131.84,0.0,74.37,16.08,32.68,0.02
2023-01-03 08:00,1,8,Weekday,Winter,Yes,158.29,0.0,35.87,48.25,70.4,2.19
2023-01-03 09:00,1,9,Weekday,Winter,Yes,132.58,0.0,18.51,48.25,62.05,2.19
2023-01-03 10:00,1,10,Weekday,Winter,Yes,126.34,1.85,12.32,48.25,60.13,1.1
2023-01-03 11:00,1,11,Weekday,Winter,Yes,129.6,5.4,10.13,48.25,62.05,2.19
2023-01-03 12:00,1,12,Weekday,Winter,Yes,132.41,7.48,11.39,48.25,61.51,2.19
2023-01-03 13:00,1,13,Weekday,Winter,Yes,130.96,8.67,6.57,48.25,63.66,3.27
2023-01-03 14:00,1,14,Weekday,Winter,Yes,128.02,12.77,3.11,48.25,60.13,1.1
2023-01-03 15:00,1,15,Weekday,Winter,Yes,129.05,14.76,2.15,48.25,60.13,2.19
2023-01-03 16:00,1,16,Weekday,Winter,Yes,131.01,13.64,2.26,48.25,63.02,2.19
2023-01-03 17:00,1,17,Weekday,Winter,Yes,132.82,11.02,7.68,37.53,62.79,1.1
2023-01-03 18:00,1,18,Weekday,Winter,No,105.17,5.76,18.02,26.8,36.02,1.1
2023-01-03 19:00,1,19,Weekday,Winter,No,105.67,2.05,24.79,26.8,33.45,1.1
2023-01-03 20:00,1,20,Weekday,Winter,No,96.21,0.07,33.39,16.08,28.09,1.1
2023-01-03 21:00,1,21,Weekday,Winter,No,100.43,0.0,38.97,16.08,26.8,0.02
2023-01-03 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-03 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-04 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-04 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-04 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-04 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-04 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-04 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.59
2023-01-04 06:00,1,6,Weekday,Winter,No,148.9,0.0,103.53,5.36,21.44,0.54
2023-01-04 07:00,1,7,Weekday,Winter,No,137.28,0.0,79.81,16.08,32.68,8.44
2023-01-04 08:00,1,8,Weekday,Winter,Yes,157.36,0.0,34.93,48.25,70.4,2.06
2023-01-04 09:00,1,9,Weekday,Winter,Yes,134.22,0.0,20.15,48.25,62.05,2.19
2023-01-04 10:00,1,10,Weekday,Winter,Yes,127.06,0.0,14.82,48.25,60.13,2.19
2023-01-04 11:00,1,11,Weekday,Winter,Yes,128.57,1.68,12.44,48.25,62.05,2.19
2023-01-04 12:00,1,12,Weekday,Winter,Yes,134.52,5.42,14.97,48.25,61.51,2.19
2023-01-04 13:00,1,13,Weekday,Winter,Yes,132.51,7.64,8.37,48.25,63.66,2.19
2023-01-04 14:00,1,14,Weekday,Winter,Yes,125.16,8.1,4.17,48.25,60.13,2.19
2023-01-04 15:00,1,15,Weekday,Winter,Yes,123.49,6.97,3.82,48.25,60.13,1.1
2023-01-04 16:00,1,16,Weekday,Winter,Yes,123.67,3.94,4.38,48.25,63.02,2.19
2023-01-04 17:00,1,17,Weekday,Winter,Yes,125.26,0.81,10.29,37.53,62.79,1.1
2023-01-04 18:00,1,18,Weekday,Winter,No,102.25,0.0,20.85,26.8,36.02,1.1
2023-01-04 19:00,1,19,Weekday,Winter,No,106.07,0.0,27.24,26.8,33.45,1.1
2023-01-04 20:00,1,20,Weekday,Winter,No,98.34,0.0,35.59,16.08,28.09,1.1
2023-01-04 21:00,1,21,Weekday,Winter,No,102.68,0.0,41.22,16.08,26.8,1.1
2023-01-04 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-04 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-05 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-05 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-05 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-05 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-05 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-05 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,1.1
2023-01-05 06:00,1,6,Weekday,Winter,No,157.72,0.0,112.34,5.36,21.44,0.02
2023-01-05 07:00,1,7,Weekday,Winter,No,142.33,0.0,84.86,16.08,32.68,16.92
2023-01-05 08:00,1,8,Weekday,Winter,Yes,162.48,0.0,40.06,48.25,70.4,6.37
2023-01-05 09:00,1,9,Weekday,Winter,Yes,138.22,0.0,24.15,48.25,62.05,1.1
2023-01-05 10:00,1,10,Weekday,Winter,Yes,129.72,0.0,17.53,48.25,60.13,2.19
2023-01-05 11:00,1,11,Weekday,Winter,Yes,130.34,0.86,15.05,48.25,62.05,2.19
2023-01-05 12:00,1,12,Weekday,Winter,Yes,134.62,3.75,16.67,48.25,61.51,2.19
2023-01-05 13:00,1,13,Weekday,Winter,Yes,132.29,6.74,8.98,48.25,63.66,3.27
2023-01-05 14:00,1,14,Weekday,Winter,Yes,124.57,7.56,4.31,48.25,60.13,1.1
2023-01-05 15:00,1,15,Weekday,Winter,Yes,124.49,8.24,4.02,48.25,60.13,2.19
2023-01-05 16:00,1,16,Weekday,Winter,Yes,126.22,7.15,3.9,48.25,63.02,1.1
2023-01-05 17:00,1,17,Weekday,Winter,Yes,128.62,2.91,11.56,37.53,62.79,2.19
2023-01-05 18:00,1,18,Weekday,Winter,No,104.29,0.0,22.9,26.8,36.02,1.1
2023-01-05 19:00,1,19,Weekday,Winter,No,109.14,0.0,30.31,26.8,33.45,1.1
2023-01-05 20:00,1,20,Weekday,Winter,No,103.08,0.0,40.33,16.08,28.09,0.02
2023-01-05 21:00,1,21,Weekday,Winter,No,108.26,0.0,46.8,16.08,26.8,1.1
2023-01-05 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-05 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-06 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-06 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-06 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-06 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-06 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-06 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-06 06:00,1,6,Weekday,Winter,No,163.48,0.0,118.11,5.36,21.44,1.1
2023-01-06 07:00,1,7,Weekday,Winter,No,151.18,0.0,91.24,16.08,32.68,17.43
2023-01-06 08:00,1,8,Weekday,Winter,Yes,167.25,0.0,44.83,48.25,70.4,4.37
2023-01-06 09:00,1,9,Weekday,Winter,Yes,140.43,0.0,26.36,48.25,62.05,2.19
2023-01-06 10:00,1,10,Weekday,Winter,Yes,129.67,0.0,17.52,48.25,60.13,2.19
2023-01-06 11:00,1,11,Weekday,Winter,Yes,129.48,1.52,13.62,48.25,62.05,2.19
2023-01-06 12:00,1,12,Weekday,Winter,Yes,136.56,7.4,15.1,48.25,61.51,2.19
2023-01-06 13:00,1,13,Weekday,Winter,Yes,137.54,13.45,7.51,48.25,63.66,2.19
2023-01-06 14:00,1,14,Weekday,Winter,Yes,132.47,16.05,3.46,48.25,60.13,2.19
2023-01-06 15:00,1,15,Weekday,Winter,Yes,131.99,16.68,2.66,48.25,60.13,1.1
2023-01-06 16:00,1,16,Weekday,Winter,Yes,131.41,13.36,2.68,48.25,63.02,2.19
2023-01-06 17:00,1,17,Weekday,Winter,Yes,129.13,7.71,7.26,37.53,62.79,1.1
2023-01-06 18:00,1,18,Weekday,Winter,No,101.77,2.13,18.25,26.8,36.02,1.1
2023-01-06 19:00,1,19,Weekday,Winter,No,103.38,0.0,24.55,26.8,33.45,1.1
2023-01-06 20:00,1,20,Weekday,Winter,No,98.7,0.0,35.95,16.08,28.09,1.1
2023-01-06 21:00,1,21,Weekday,Winter,No,104.16,0.0,42.7,16.08,26.8,0.02
2023-01-06 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,1.1
2023-01-06 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-07 00:00,1,0,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-07 01:00,1,1,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-07 02:00,1,2,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-07 03:00,1,3,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-07 04:00,1,4,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-07 05:00,1,5,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-07 06:00,1,6,Weekend,Winter,No,152.19,0.0,106.81,5.36,21.44,0.02
2023-01-07 07:00,1,7,Weekend,Winter,No,130.55,0.0,87.44,5.36,26.58,4.62
2023-01-07 08:00,1,8,Weekend,Winter,No,114.54,0.0,52.67,26.8,31.3,1.44
2023-01-07 09:00,1,9,Weekend,Winter,No,97.79,0.0,33.66,26.8,33.55,1.1
2023-01-07 10:00,1,10,Weekend,Winter,No,91.52,1.53,26.8,26.8,32.58,1.1
2023-01-07 11:00,1,11,Weekend,Winter,No,98.54,9.01,23.85,26.8,34.83,1.1
2023-01-07 12:00,1,12,Weekend,Winter,No,101.64,16.38,20.66,26.8,33.55,1.1
2023-01-07 13:00,1,13,Weekend,Winter,No,99.35,22.78,14.3,26.8,30.98,1.1
2023-01-07 14:00,1,14,Weekend,Winter,No,74.5,24.27,16.54,8.04,21.33,1.1
2023-01-07 15:00,1,15,Weekend,Winter,No,72.99,23.68,17.19,8.04,20.05,0.02
2023-01-07 16:00,1,16,Weekend,Winter,No,70.03,21.29,16.53,8.04,20.37,1.1
2023-01-07 17:00,1,17,Weekend,Winter,No,77.25,15.66,27.26,2.68,18.01,1.1
2023-01-07 18:00,1,18,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-07 19:00,1,19,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-07 20:00,1,20,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-07 21:00,1,21,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-07 22:00,1,22,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-07 23:00,1,23,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 00:00,1,0,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-08 01:00,1,1,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 02:00,1,2,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-08 03:00,1,3,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 04:00,1,4,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 05:00,1,5,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-08 06:00,1,6,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 07:00,1,7,Weekend,Winter,No,26.17,0.0,0.0,2.68,16.08,1.1
2023-01-08 08:00,1,8,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,0.02
2023-01-08 09:00,1,9,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,0.02
2023-01-08 10:00,1,10,Weekend,Winter,No,18.77,0.0,0.0,2.68,16.08,1.1
2023-01-08 11:00,1,11,Weekend,Winter,No,27.67,7.58,0.0,2.68,16.08,0.02
2023-01-08 12:00,1,12,Weekend,Winter,No,39.51,17.63,0.0,2.68,16.08,1.1
2023-01-08 13:00,1,13,Weekend,Winter,No,37.03,15.67,0.0,2.68,16.08,0.02
2023-01-08 14:00,1,14,Weekend,Winter,No,43.35,21.35,0.0,2.68,16.08,1.1
2023-01-08 15:00,1,15,Weekend,Winter,No,39.13,17.8,0.0,2.68,16.08,0.02
2023-01-08 16:00,1,16,Weekend,Winter,No,44.36,22.43,0.0,2.68,16.08,0.02
2023-01-08 17:00,1,17,Weekend,Winter,No,29.48,2.89,0.0,2.68,16.08,1.1
2023-01-08 18:00,1,18,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 19:00,1,19,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 20:00,1,20,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-08 21:00,1,21,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-08 22:00,1,22,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,1.1
2023-01-08 23:00,1,23,Weekend,Winter,No,33.58,0.0,0.0,2.68,16.08,0.02
2023-01-09 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-09 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-09 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-09 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-09 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-09 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,1.1
2023-01-09 06:00,1,6,Weekday,Winter,No,134.5,0.0,89.13,5.36,21.44,0.02
2023-01-09 07:00,1,7,Weekday,Winter,No,130.61,0.0,70.67,16.08,32.68,1.1
2023-01-09 08:00,1,8,Weekday,Winter,Yes,155.69,0.0,33.27,48.25,70.4,2.19
2023-01-09 09:00,1,9,Weekday,Winter,Yes,135.01,5.73,15.21,48.25,62.05,1.1
2023-01-09 10:00,1,10,Weekday,Winter,Yes,135.13,14.13,8.85,48.25,60.13,2.19
2023-01-09 11:00,1,11,Weekday,Winter,Yes,141.83,21.53,6.0,48.25,62.05,2.19
2023-01-09 12:00,1,12,Weekday,Winter,Yes,147.65,27.72,5.84,48.25,61.51,2.19
2023-01-09 13:00,1,13,Weekday,Winter,Yes,147.8,30.54,0.95,48.25,63.66,2.19
2023-01-09 14:00,1,14,Weekday,Winter,Yes,145.08,32.19,0.01,48.25,60.13,2.19
2023-01-09 15:00,1,15,Weekday,Winter,Yes,140.33,27.91,0.11,48.25,60.13,1.1
2023-01-09 16:00,1,16,Weekday,Winter,Yes,142.31,26.71,0.32,48.25,63.02,2.19
2023-01-09 17:00,1,17,Weekday,Winter,Yes,135.1,20.86,2.57,37.53,62.79,2.19
2023-01-09 18:00,1,18,Weekday,Winter,No,105.91,15.35,9.17,26.8,36.02,1.1
2023-01-09 19:00,1,19,Weekday,Winter,No,104.34,11.86,13.66,26.8,33.45,0.02
2023-01-09 20:00,1,20,Weekday,Winter,No,93.15,10.22,20.19,16.08,28.09,1.1
2023-01-09 21:00,1,21,Weekday,Winter,No,94.07,6.64,25.97,16.08,26.8,1.1
2023-01-09 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-09 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-10 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-10 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-10 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-10 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-10 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-10 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-10 06:00,1,6,Weekday,Winter,No,105.52,0.0,60.14,5.36,21.44,1.1
2023-01-10 07:00,1,7,Weekday,Winter,No,111.58,0.0,51.65,16.08,32.68,1.1
2023-01-10 08:00,1,8,Weekday,Winter,Yes,148.84,0.0,26.39,48.25,70.4,1.1
2023-01-10 09:00,1,9,Weekday,Winter,Yes,131.86,2.02,15.76,48.25,62.05,2.19
2023-01-10 10:00,1,10,Weekday,Winter,Yes,131.56,7.03,12.38,48.25,60.13,1.1
2023-01-10 11:00,1,11,Weekday,Winter,Yes,134.63,10.56,10.0,48.25,62.05,2.19
2023-01-10 12:00,1,12,Weekday,Winter,Yes,135.86,12.99,9.11,48.25,61.51,3.27
2023-01-10 13:00,1,13,Weekday,Winter,Yes,135.99,15.89,3.69,48.25,63.66,2.19
2023-01-10 14:00,1,14,Weekday,Winter,Yes,132.82,18.43,1.53,48.25,60.13,2.19
2023-01-10 15:00,1,15,Weekday,Winter,Yes,133.7,19.61,1.27,48.25,60.13,1.1
2023-01-10 16:00,1,16,Weekday,Winter,Yes,134.69,17.91,1.26,48.25,63.02,2.19
2023-01-10 17:00,1,17,Weekday,Winter,Yes,127.51,12.81,2.98,37.53,62.79,1.1
2023-01-10 18:00,1,18,Weekday,Winter,No,100.64,10.1,9.15,26.8,36.02,1.1
2023-01-10 19:00,1,19,Weekday,Winter,No,101.3,8.57,13.9,26.8,33.45,1.1
2023-01-10 20:00,1,20,Weekday,Winter,No,90.16,4.51,22.9,16.08,28.09,1.1
2023-01-10 21:00,1,21,Weekday,Winter,No,91.58,1.65,28.47,16.08,26.8,0.02
2023-01-10 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,1.1
2023-01-10 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-11 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-11 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-11 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-11 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-11 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-11 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,1.1
2023-01-11 06:00,1,6,Weekday,Winter,No,117.57,0.0,72.2,5.36,21.44,0.02
2023-01-11 07:00,1,7,Weekday,Winter,No,116.21,0.0,56.28,16.08,32.68,1.1
2023-01-11 08:00,1,8,Weekday,Winter,Yes,141.87,0.0,19.41,48.25,70.4,2.19
2023-01-11 09:00,1,9,Weekday,Winter,Yes,128.83,2.78,11.97,48.25,62.05,1.1
2023-01-11 10:00,1,10,Weekday,Winter,Yes,128.62,7.94,8.35,48.25,60.13,2.19
2023-01-11 11:00,1,11,Weekday,Winter,Yes,133.02,11.9,6.5,48.25,62.05,2.19
2023-01-11 12:00,1,12,Weekday,Winter,Yes,137.22,15.61,7.24,48.25,61.51,2.19
2023-01-11 13:00,1,13,Weekday,Winter,Yes,137.64,18.59,2.22,48.25,63.66,3.27
2023-01-11 14:00,1,14,Weekday,Winter,Yes,132.71,18.88,0.67,48.25,60.13,1.1
2023-01-11 15:00,1,15,Weekday,Winter,Yes,131.85,18.2,0.71,48.25,60.13,2.19
2023-01-11 16:00,1,16,Weekday,Winter,Yes,132.31,15.7,1.0,48.25,63.02,2.19
2023-01-11 17:00,1,17,Weekday,Winter,Yes,126.64,11.94,2.95,37.53,62.79,1.1
2023-01-11 18:00,1,18,Weekday,Winter,No,99.13,6.64,11.09,26.8,36.02,1.1
2023-01-11 19:00,1,19,Weekday,Winter,No,98.34,2.86,16.65,26.8,33.45,1.1
2023-01-11 20:00,1,20,Weekday,Winter,No,88.63,0.28,25.6,16.08,28.09,0.02
2023-01-11 21:00,1,21,Weekday,Winter,No,92.46,0.0,31.0,16.08,26.8,1.1
2023-01-11 22:00,1,22,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-11 23:00,1,23,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-12 00:00,1,0,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-12 01:00,1,1,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-12 02:00,1,2,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-12 03:00,1,3,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,1.1
2023-01-12 04:00,1,4,Weekday,Winter,No,38.94,0.0,0.0,2.68,21.44,0.02
2023-01-12 05:00,1,5,Weekday,Winter,No,41.62,0.0,0.0,5.36,21.44,0.02
2023-01-12 06:00,1,6,Weekday,Winter,No,127.51,0.0,82.13,5.36,21.44,1.1
2023-01-12 07:00,1,7,Weekday,Winter,No,126.21,0.0,66.27,16.08,32.68,2.59
2023-01-12 08:00,1,8,Weekday,Winter,Yes,148.43,0.0,25.98,48.25,70.4,1.1
2023-01-12 09:00,1,9,Weekday,Winter,Yes,129.76,0.41,15.28,48.25,62.05,2.19
2023-01-12 10:00,1,10,Weekday,Winter,Yes,130.02,7.88,9.81,48.25,60.13,2.19
